34966
2.590000e-02	0.000000e+00
2.600000e-02	0.000000e+00
2.610000e-02	0.000000e+00
2.620000e-02	0.000000e+00
2.630000e-02	0.000000e+00
2.640000e-02	0.000000e+00
2.650000e-02	0.000000e+00
2.660000e-02	0.000000e+00
2.670000e-02	0.000000e+00
2.680000e-02	0.000000e+00
2.690000e-02	0.000000e+00
2.700000e-02	0.000000e+00
2.710000e-02	0.000000e+00
2.720000e-02	0.000000e+00
2.730000e-02	0.000000e+00
2.740000e-02	0.000000e+00
2.750000e-02	0.000000e+00
2.760000e-02	0.000000e+00
2.770000e-02	0.000000e+00
2.780000e-02	0.000000e+00
2.790000e-02	0.000000e+00
2.800000e-02	0.000000e+00
2.810000e-02	0.000000e+00
2.820000e-02	0.000000e+00
2.830000e-02	0.000000e+00
2.840000e-02	0.000000e+00
2.850000e-02	0.000000e+00
2.860000e-02	0.000000e+00
2.870000e-02	0.000000e+00
2.880000e-02	0.000000e+00
2.890000e-02	0.000000e+00
2.900000e-02	0.000000e+00
2.910000e-02	0.000000e+00
2.920000e-02	0.000000e+00
2.930000e-02	0.000000e+00
2.940000e-02	0.000000e+00
2.950000e-02	0.000000e+00
2.960000e-02	0.000000e+00
2.970000e-02	0.000000e+00
2.980000e-02	0.000000e+00
2.990000e-02	0.000000e+00
3.000000e-02	0.000000e+00
3.010000e-02	0.000000e+00
3.020000e-02	0.000000e+00
3.030000e-02	0.000000e+00
3.040000e-02	0.000000e+00
3.050000e-02	0.000000e+00
3.060000e-02	0.000000e+00
3.070000e-02	0.000000e+00
3.080000e-02	0.000000e+00
3.090000e-02	0.000000e+00
3.100000e-02	0.000000e+00
3.110000e-02	0.000000e+00
3.120000e-02	0.000000e+00
3.130000e-02	0.000000e+00
3.140000e-02	0.000000e+00
3.150000e-02	0.000000e+00
3.160000e-02	0.000000e+00
3.170000e-02	0.000000e+00
3.180000e-02	0.000000e+00
3.190000e-02	0.000000e+00
3.200000e-02	0.000000e+00
3.210000e-02	0.000000e+00
3.220000e-02	0.000000e+00
3.230000e-02	0.000000e+00
3.240000e-02	0.000000e+00
3.250000e-02	0.000000e+00
3.260000e-02	0.000000e+00
3.270000e-02	0.000000e+00
3.280000e-02	0.000000e+00
3.290000e-02	0.000000e+00
3.300000e-02	0.000000e+00
3.310000e-02	0.000000e+00
3.320000e-02	0.000000e+00
3.330000e-02	0.000000e+00
3.340000e-02	0.000000e+00
3.350000e-02	0.000000e+00
3.360000e-02	0.000000e+00
3.370000e-02	0.000000e+00
3.380000e-02	0.000000e+00
3.390000e-02	0.000000e+00
3.400000e-02	0.000000e+00
3.410000e-02	0.000000e+00
3.420000e-02	0.000000e+00
3.430000e-02	0.000000e+00
3.440000e-02	0.000000e+00
3.450000e-02	0.000000e+00
3.460000e-02	0.000000e+00
3.470000e-02	0.000000e+00
3.480000e-02	0.000000e+00
3.490000e-02	0.000000e+00
3.500000e-02	0.000000e+00
3.510000e-02	0.000000e+00
3.520000e-02	0.000000e+00
3.530000e-02	0.000000e+00
3.540000e-02	0.000000e+00
3.550000e-02	0.000000e+00
3.560000e-02	0.000000e+00
3.570000e-02	0.000000e+00
3.580000e-02	0.000000e+00
3.590000e-02	0.000000e+00
3.600000e-02	0.000000e+00
3.610000e-02	0.000000e+00
3.620000e-02	0.000000e+00
3.630000e-02	0.000000e+00
3.640000e-02	0.000000e+00
3.650000e-02	0.000000e+00
3.660000e-02	0.000000e+00
3.670000e-02	0.000000e+00
3.680000e-02	0.000000e+00
3.690000e-02	0.000000e+00
3.700000e-02	0.000000e+00
3.710000e-02	0.000000e+00
3.720000e-02	0.000000e+00
3.730000e-02	0.000000e+00
3.740000e-02	0.000000e+00
3.750000e-02	0.000000e+00
3.760000e-02	0.000000e+00
3.770000e-02	0.000000e+00
3.780000e-02	0.000000e+00
3.790000e-02	0.000000e+00
3.800000e-02	0.000000e+00
3.810000e-02	0.000000e+00
3.820000e-02	0.000000e+00
3.830000e-02	0.000000e+00
3.840000e-02	0.000000e+00
3.850000e-02	0.000000e+00
3.860000e-02	0.000000e+00
3.870000e-02	0.000000e+00
3.880000e-02	0.000000e+00
3.890000e-02	0.000000e+00
3.900000e-02	0.000000e+00
3.910000e-02	0.000000e+00
3.920000e-02	0.000000e+00
3.930000e-02	0.000000e+00
3.940000e-02	0.000000e+00
3.950000e-02	0.000000e+00
3.960000e-02	0.000000e+00
3.970000e-02	0.000000e+00
3.980000e-02	0.000000e+00
3.990000e-02	0.000000e+00
4.000000e-02	0.000000e+00
4.010000e-02	0.000000e+00
4.020000e-02	0.000000e+00
4.030000e-02	0.000000e+00
4.040000e-02	0.000000e+00
4.050000e-02	0.000000e+00
4.060000e-02	0.000000e+00
4.070000e-02	0.000000e+00
4.080000e-02	0.000000e+00
4.090000e-02	0.000000e+00
4.100000e-02	0.000000e+00
4.110000e-02	0.000000e+00
4.120000e-02	0.000000e+00
4.130000e-02	0.000000e+00
4.140000e-02	0.000000e+00
4.150000e-02	0.000000e+00
4.160000e-02	0.000000e+00
4.170000e-02	0.000000e+00
4.180000e-02	0.000000e+00
4.190000e-02	0.000000e+00
4.200000e-02	0.000000e+00
4.210000e-02	0.000000e+00
4.220000e-02	0.000000e+00
4.230000e-02	0.000000e+00
4.240000e-02	0.000000e+00
4.250000e-02	0.000000e+00
4.260000e-02	0.000000e+00
4.270000e-02	0.000000e+00
4.280000e-02	0.000000e+00
4.290000e-02	0.000000e+00
4.300000e-02	0.000000e+00
4.310000e-02	0.000000e+00
4.320000e-02	0.000000e+00
4.330000e-02	0.000000e+00
4.340000e-02	0.000000e+00
4.350000e-02	0.000000e+00
4.360000e-02	0.000000e+00
4.370000e-02	0.000000e+00
4.380000e-02	0.000000e+00
4.390000e-02	0.000000e+00
4.400000e-02	0.000000e+00
4.410000e-02	0.000000e+00
4.420000e-02	0.000000e+00
4.430000e-02	0.000000e+00
4.440000e-02	0.000000e+00
4.450000e-02	0.000000e+00
4.460000e-02	0.000000e+00
4.470000e-02	0.000000e+00
4.480000e-02	0.000000e+00
4.490000e-02	0.000000e+00
4.500000e-02	0.000000e+00
4.510000e-02	0.000000e+00
4.520000e-02	0.000000e+00
4.530000e-02	0.000000e+00
4.540000e-02	0.000000e+00
4.550000e-02	0.000000e+00
4.560000e-02	0.000000e+00
4.570000e-02	0.000000e+00
4.580000e-02	0.000000e+00
4.590000e-02	0.000000e+00
4.600000e-02	0.000000e+00
4.610000e-02	0.000000e+00
4.620000e-02	0.000000e+00
4.630000e-02	0.000000e+00
4.640000e-02	0.000000e+00
4.650000e-02	0.000000e+00
4.660000e-02	0.000000e+00
4.670000e-02	0.000000e+00
4.680000e-02	0.000000e+00
4.690000e-02	0.000000e+00
4.700000e-02	0.000000e+00
4.710000e-02	0.000000e+00
4.720000e-02	0.000000e+00
4.730000e-02	0.000000e+00
4.740000e-02	0.000000e+00
4.750000e-02	0.000000e+00
4.760000e-02	0.000000e+00
4.770000e-02	0.000000e+00
4.780000e-02	0.000000e+00
4.790000e-02	0.000000e+00
4.800000e-02	0.000000e+00
4.810000e-02	0.000000e+00
4.820000e-02	0.000000e+00
4.830000e-02	0.000000e+00
4.840000e-02	0.000000e+00
4.850000e-02	0.000000e+00
4.860000e-02	0.000000e+00
4.870000e-02	0.000000e+00
4.880000e-02	0.000000e+00
4.890000e-02	0.000000e+00
4.900000e-02	0.000000e+00
4.910000e-02	0.000000e+00
4.920000e-02	0.000000e+00
4.930000e-02	0.000000e+00
4.940000e-02	0.000000e+00
4.950000e-02	0.000000e+00
4.960000e-02	0.000000e+00
4.970000e-02	0.000000e+00
4.980000e-02	0.000000e+00
4.990000e-02	0.000000e+00
5.000000e-02	0.000000e+00
5.010000e-02	0.000000e+00
5.020000e-02	0.000000e+00
5.030000e-02	0.000000e+00
5.040000e-02	0.000000e+00
5.050000e-02	0.000000e+00
5.060000e-02	0.000000e+00
5.070000e-02	0.000000e+00
5.080000e-02	0.000000e+00
5.090000e-02	0.000000e+00
5.100000e-02	0.000000e+00
5.110000e-02	0.000000e+00
5.120000e-02	0.000000e+00
5.130000e-02	0.000000e+00
5.140000e-02	0.000000e+00
5.150000e-02	0.000000e+00
5.160000e-02	0.000000e+00
5.170000e-02	0.000000e+00
5.180000e-02	0.000000e+00
5.190000e-02	0.000000e+00
5.200000e-02	0.000000e+00
5.210000e-02	0.000000e+00
5.220000e-02	0.000000e+00
5.230000e-02	0.000000e+00
5.240000e-02	0.000000e+00
5.250000e-02	0.000000e+00
5.260000e-02	0.000000e+00
5.270000e-02	0.000000e+00
5.280000e-02	0.000000e+00
5.290000e-02	0.000000e+00
5.300000e-02	0.000000e+00
5.310000e-02	0.000000e+00
5.320000e-02	0.000000e+00
5.330000e-02	0.000000e+00
5.340000e-02	0.000000e+00
5.350000e-02	0.000000e+00
5.360000e-02	0.000000e+00
5.370000e-02	0.000000e+00
5.380000e-02	0.000000e+00
5.390000e-02	0.000000e+00
5.400000e-02	0.000000e+00
5.410000e-02	0.000000e+00
5.420000e-02	0.000000e+00
5.430000e-02	0.000000e+00
5.440000e-02	0.000000e+00
5.450000e-02	0.000000e+00
5.460000e-02	0.000000e+00
5.470000e-02	0.000000e+00
5.480000e-02	0.000000e+00
5.490000e-02	0.000000e+00
5.500000e-02	0.000000e+00
5.510000e-02	0.000000e+00
5.520000e-02	0.000000e+00
5.530000e-02	0.000000e+00
5.540000e-02	0.000000e+00
5.550000e-02	0.000000e+00
5.560000e-02	0.000000e+00
5.570000e-02	0.000000e+00
5.580000e-02	0.000000e+00
5.590000e-02	0.000000e+00
5.600000e-02	0.000000e+00
5.610000e-02	0.000000e+00
5.620000e-02	0.000000e+00
5.630000e-02	0.000000e+00
5.640000e-02	0.000000e+00
5.650000e-02	0.000000e+00
5.660000e-02	0.000000e+00
5.670000e-02	0.000000e+00
5.680000e-02	0.000000e+00
5.690000e-02	0.000000e+00
5.700000e-02	0.000000e+00
5.710000e-02	0.000000e+00
5.720000e-02	0.000000e+00
5.730000e-02	0.000000e+00
5.740000e-02	0.000000e+00
5.750000e-02	0.000000e+00
5.760000e-02	0.000000e+00
5.770000e-02	0.000000e+00
5.780000e-02	0.000000e+00
5.790000e-02	0.000000e+00
5.800000e-02	0.000000e+00
5.810000e-02	0.000000e+00
5.820000e-02	0.000000e+00
5.830000e-02	0.000000e+00
5.840000e-02	0.000000e+00
5.850000e-02	0.000000e+00
5.860000e-02	0.000000e+00
5.870000e-02	0.000000e+00
5.880000e-02	0.000000e+00
5.890000e-02	0.000000e+00
5.900000e-02	0.000000e+00
5.910000e-02	0.000000e+00
5.920000e-02	0.000000e+00
5.930000e-02	0.000000e+00
5.940000e-02	0.000000e+00
5.950000e-02	0.000000e+00
5.960000e-02	0.000000e+00
5.970000e-02	0.000000e+00
5.980000e-02	0.000000e+00
5.990000e-02	0.000000e+00
6.000000e-02	0.000000e+00
6.010000e-02	0.000000e+00
6.020000e-02	0.000000e+00
6.030000e-02	0.000000e+00
6.040000e-02	0.000000e+00
6.050000e-02	0.000000e+00
6.060000e-02	0.000000e+00
6.070000e-02	0.000000e+00
6.080000e-02	0.000000e+00
6.090000e-02	0.000000e+00
6.100000e-02	0.000000e+00
6.110000e-02	0.000000e+00
6.120000e-02	0.000000e+00
6.130000e-02	0.000000e+00
6.140000e-02	0.000000e+00
6.150000e-02	0.000000e+00
6.160000e-02	0.000000e+00
6.170000e-02	0.000000e+00
6.180000e-02	0.000000e+00
6.190000e-02	0.000000e+00
6.200000e-02	0.000000e+00
6.210000e-02	0.000000e+00
6.220000e-02	0.000000e+00
6.230000e-02	0.000000e+00
6.240000e-02	0.000000e+00
6.250000e-02	0.000000e+00
6.260000e-02	0.000000e+00
6.270000e-02	0.000000e+00
6.280000e-02	0.000000e+00
6.290000e-02	0.000000e+00
6.300000e-02	0.000000e+00
6.310000e-02	0.000000e+00
6.320000e-02	0.000000e+00
6.330000e-02	0.000000e+00
6.340000e-02	0.000000e+00
6.350000e-02	0.000000e+00
6.360000e-02	0.000000e+00
6.370000e-02	0.000000e+00
6.380000e-02	0.000000e+00
6.390000e-02	0.000000e+00
6.400000e-02	0.000000e+00
6.410000e-02	0.000000e+00
6.420000e-02	0.000000e+00
6.430000e-02	0.000000e+00
6.440000e-02	0.000000e+00
6.450000e-02	0.000000e+00
6.460000e-02	0.000000e+00
6.470000e-02	0.000000e+00
6.480000e-02	0.000000e+00
6.490000e-02	0.000000e+00
6.500000e-02	0.000000e+00
6.510000e-02	0.000000e+00
6.520000e-02	0.000000e+00
6.530000e-02	0.000000e+00
6.540000e-02	0.000000e+00
6.550000e-02	0.000000e+00
6.560000e-02	0.000000e+00
6.570000e-02	0.000000e+00
6.580000e-02	0.000000e+00
6.590000e-02	0.000000e+00
6.600000e-02	0.000000e+00
6.610000e-02	0.000000e+00
6.620000e-02	0.000000e+00
6.630000e-02	0.000000e+00
6.640000e-02	0.000000e+00
6.650000e-02	0.000000e+00
6.660000e-02	0.000000e+00
6.670000e-02	0.000000e+00
6.680000e-02	0.000000e+00
6.690000e-02	0.000000e+00
6.700000e-02	0.000000e+00
6.710000e-02	0.000000e+00
6.720000e-02	0.000000e+00
6.730000e-02	0.000000e+00
6.740000e-02	0.000000e+00
6.750000e-02	0.000000e+00
6.760000e-02	0.000000e+00
6.770000e-02	0.000000e+00
6.780000e-02	0.000000e+00
6.790000e-02	0.000000e+00
6.800000e-02	0.000000e+00
6.810000e-02	0.000000e+00
6.820000e-02	0.000000e+00
6.830000e-02	0.000000e+00
6.840000e-02	0.000000e+00
6.850000e-02	0.000000e+00
6.860000e-02	0.000000e+00
6.870000e-02	0.000000e+00
6.880000e-02	0.000000e+00
6.890000e-02	0.000000e+00
6.900000e-02	0.000000e+00
6.910000e-02	0.000000e+00
6.920000e-02	0.000000e+00
6.930000e-02	0.000000e+00
6.940000e-02	0.000000e+00
6.950000e-02	0.000000e+00
6.960000e-02	0.000000e+00
6.970000e-02	0.000000e+00
6.980000e-02	0.000000e+00
6.990000e-02	0.000000e+00
7.000000e-02	0.000000e+00
7.010000e-02	0.000000e+00
7.020000e-02	0.000000e+00
7.030000e-02	0.000000e+00
7.040000e-02	0.000000e+00
7.050000e-02	0.000000e+00
7.060000e-02	0.000000e+00
7.070000e-02	0.000000e+00
7.080000e-02	0.000000e+00
7.090000e-02	0.000000e+00
7.100000e-02	0.000000e+00
7.110000e-02	0.000000e+00
7.120000e-02	0.000000e+00
7.130000e-02	0.000000e+00
7.140000e-02	0.000000e+00
7.150000e-02	0.000000e+00
7.160000e-02	0.000000e+00
7.170000e-02	0.000000e+00
7.180000e-02	0.000000e+00
7.190000e-02	0.000000e+00
7.200000e-02	0.000000e+00
7.210000e-02	0.000000e+00
7.220000e-02	0.000000e+00
7.230000e-02	0.000000e+00
7.240000e-02	0.000000e+00
7.250000e-02	0.000000e+00
7.260000e-02	0.000000e+00
7.270000e-02	0.000000e+00
7.280000e-02	0.000000e+00
7.290000e-02	0.000000e+00
7.300000e-02	0.000000e+00
7.310000e-02	0.000000e+00
7.320000e-02	0.000000e+00
7.330000e-02	0.000000e+00
7.340000e-02	0.000000e+00
7.350000e-02	0.000000e+00
7.360000e-02	0.000000e+00
7.370000e-02	0.000000e+00
7.380000e-02	0.000000e+00
7.390000e-02	0.000000e+00
7.400000e-02	0.000000e+00
7.410000e-02	0.000000e+00
7.420000e-02	0.000000e+00
7.430000e-02	0.000000e+00
7.440000e-02	0.000000e+00
7.450000e-02	0.000000e+00
7.460000e-02	0.000000e+00
7.470000e-02	0.000000e+00
7.480000e-02	0.000000e+00
7.490000e-02	0.000000e+00
7.500000e-02	0.000000e+00
7.510000e-02	0.000000e+00
7.520000e-02	0.000000e+00
7.530000e-02	0.000000e+00
7.540000e-02	0.000000e+00
7.550000e-02	0.000000e+00
7.560000e-02	0.000000e+00
7.570000e-02	0.000000e+00
7.580000e-02	0.000000e+00
7.590000e-02	0.000000e+00
7.600000e-02	0.000000e+00
7.610000e-02	0.000000e+00
7.620000e-02	0.000000e+00
7.630000e-02	0.000000e+00
7.640000e-02	0.000000e+00
7.650000e-02	0.000000e+00
7.660000e-02	0.000000e+00
7.670000e-02	0.000000e+00
7.680000e-02	0.000000e+00
7.690000e-02	0.000000e+00
7.700000e-02	0.000000e+00
7.710000e-02	0.000000e+00
7.720000e-02	0.000000e+00
7.730000e-02	0.000000e+00
7.740000e-02	0.000000e+00
7.750000e-02	0.000000e+00
7.760000e-02	0.000000e+00
7.770000e-02	0.000000e+00
7.780000e-02	0.000000e+00
7.790000e-02	0.000000e+00
7.800000e-02	0.000000e+00
7.810000e-02	0.000000e+00
7.820000e-02	0.000000e+00
7.830000e-02	0.000000e+00
7.840000e-02	0.000000e+00
7.850000e-02	0.000000e+00
7.860000e-02	0.000000e+00
7.870000e-02	0.000000e+00
7.880000e-02	0.000000e+00
7.890000e-02	0.000000e+00
7.900000e-02	0.000000e+00
7.910000e-02	0.000000e+00
7.920000e-02	0.000000e+00
7.930000e-02	0.000000e+00
7.940000e-02	0.000000e+00
7.950000e-02	0.000000e+00
7.960000e-02	0.000000e+00
7.970000e-02	0.000000e+00
7.980000e-02	0.000000e+00
7.990000e-02	0.000000e+00
8.000000e-02	0.000000e+00
8.010000e-02	0.000000e+00
8.020000e-02	0.000000e+00
8.030000e-02	0.000000e+00
8.040000e-02	0.000000e+00
8.050000e-02	0.000000e+00
8.060000e-02	0.000000e+00
8.070000e-02	0.000000e+00
8.080000e-02	0.000000e+00
8.090000e-02	0.000000e+00
8.100000e-02	0.000000e+00
8.110000e-02	0.000000e+00
8.120000e-02	0.000000e+00
8.130000e-02	0.000000e+00
8.140000e-02	0.000000e+00
8.150000e-02	0.000000e+00
8.160000e-02	0.000000e+00
8.170000e-02	0.000000e+00
8.180000e-02	0.000000e+00
8.190000e-02	0.000000e+00
8.200000e-02	0.000000e+00
8.210000e-02	0.000000e+00
8.220000e-02	0.000000e+00
8.230000e-02	0.000000e+00
8.240000e-02	0.000000e+00
8.250000e-02	0.000000e+00
8.260000e-02	0.000000e+00
8.270000e-02	0.000000e+00
8.280000e-02	0.000000e+00
8.290000e-02	0.000000e+00
8.300000e-02	0.000000e+00
8.310000e-02	0.000000e+00
8.320000e-02	0.000000e+00
8.330000e-02	0.000000e+00
8.340000e-02	0.000000e+00
8.350000e-02	0.000000e+00
8.360000e-02	0.000000e+00
8.370000e-02	0.000000e+00
8.380000e-02	0.000000e+00
8.390000e-02	0.000000e+00
8.400000e-02	0.000000e+00
8.410000e-02	0.000000e+00
8.420000e-02	0.000000e+00
8.430000e-02	0.000000e+00
8.440000e-02	0.000000e+00
8.450000e-02	0.000000e+00
8.460000e-02	0.000000e+00
8.470000e-02	0.000000e+00
8.480000e-02	0.000000e+00
8.490000e-02	0.000000e+00
8.500000e-02	0.000000e+00
8.510000e-02	0.000000e+00
8.520000e-02	0.000000e+00
8.530000e-02	0.000000e+00
8.540000e-02	0.000000e+00
8.550000e-02	0.000000e+00
8.560000e-02	0.000000e+00
8.570000e-02	0.000000e+00
8.580000e-02	0.000000e+00
8.590000e-02	0.000000e+00
8.600000e-02	0.000000e+00
8.610000e-02	0.000000e+00
8.620000e-02	0.000000e+00
8.630000e-02	0.000000e+00
8.640000e-02	0.000000e+00
8.650000e-02	0.000000e+00
8.660000e-02	0.000000e+00
8.670000e-02	0.000000e+00
8.680000e-02	0.000000e+00
8.690000e-02	0.000000e+00
8.700000e-02	0.000000e+00
8.710000e-02	0.000000e+00
8.720000e-02	0.000000e+00
8.730000e-02	0.000000e+00
8.740000e-02	0.000000e+00
